,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,power_generated,clear-night,cloudy,fog,partly-cloudy-day,partly-cloudy-night,rain,wind,8,9,10,11,12,13,14,15,16,17,Clear,Foggy,Humid,Humid and Foggy,Humid and Mostly Cloudy,Humid and Overcast,Humid and Partly Cloudy,Light Rain,Light Rain and Humid,Mostly Cloudy,Overcast,Partly Cloudy,Possible Drizzle and Humid,Possible Light Rain,Possible Light Rain and Humid,Rain,Rain and Humid
1234,0.0,16.11,16,1,6.25,270.0,3.58,3.1971,1017.255,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0.0,18.89,19,0,6.03,270.0,3.58,3.1971,1017.255,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,0.0,22.24,22,0,6.17,269.0,1.49,3.1971,1016.61,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,0.0,22.78,23,0,7.32,290.0,4.47,3.1971,1015.365,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,0.0,22.78,23,0,6.09,310.0,4.02,3.1971,1015.365,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,0.0,24.74,25,0,5.64,299.0,1.65,3.1971,1014.12,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,0.0,23.89,24,0,3.74,290.0,4.02,3.1971,1013.765,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,0.0,22.22,22,0,3.81,300.0,3.58,3.1971,1013.765,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,0.0,7.71,9,1,5.08,260.0,2.24,3.1971,1015.765,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,0.0,11.11,11,1,7.23,260.0,2.24,3.1971,1015.765,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,0.0,11.28,11,1,5.39,264.0,0.68,3.1971,1016.03,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,0.0,17.22,17,0,4.86,280.0,3.13,3.1971,1016.23,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,0.0,20.0,20,0,5.98,270.0,2.68,3.1971,1016.23,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,0.0,22.53,23,0,6.05,283.0,1.03,3.1971,1016.43,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,0.0,23.89,24,0,3.74,300.0,4.02,3.1971,1015.05,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,0.0,25.0,25,0,2.42,300.0,4.92,3.1971,1015.05,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,0.0,25.37,25,0,3.01,280.0,1.56,3.1971,1013.67,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,0.0,23.89,24,0,0.87,300.0,4.47,3.1971,1013.67,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,0.0,22.22,22,0,2.32,280.0,3.58,3.1971,1013.67,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,0.0,9.82,10,1,3.94,250.0,1.34,3.1971,1015.135,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,0.0,11.11,11,1,3.87,230.0,2.24,3.1971,1015.135,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,0.28,11.15,11,1,4.76,249.0,0.51,3.1971,1016.28,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,0.0,16.11,16,0,3.85,260.0,2.68,3.1971,1015.62,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0.0,17.22,17,0,3.85,280.0,2.68,3.1971,1015.62,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,0.05,23.07,23,0,5.03,286.0,1.21,3.1971,1014.96,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,0.03,23.7,24,0,3.84,297.0,2.69,3.1971,1014.96,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0.0,23.89,24,0,2.66,300.0,4.02,3.1971,1013.82,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,0.0,26.23,26,0,3.61,313.0,1.27,3.1971,1012.68,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,0.0,25.0,25,0,2.42,290.0,4.02,3.1971,1012.515,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,0.0,22.78,23,0,2.8,290.0,3.13,3.1971,1012.515,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0.0,12.22,12,1,2.66,250.0,1.34,3.1971,1016.63,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,0.0,11.11,11,1,2.67,240.0,1.34,3.1971,1016.63,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,0.0,10.36,10,1,5.18,241.0,0.46,3.1971,1017.49,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,0.0,17.78,18,0,3.99,260.0,3.13,3.1971,1017.155,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,0.0,21.11,21,0,3.77,250.0,3.13,3.1971,1017.155,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0.0,23.32,23,0,5.87,277.0,0.91,3.1971,1016.82,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,0.0,23.89,24,0,3.74,290.0,3.58,3.1971,1015.68,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,0.0,25.0,25,0,4.15,290.0,4.02,3.1971,1015.68,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0.0,26.41,26,0,5.92,278.0,1.17,3.1971,1014.54,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,0.0,25.0,25,0,4.15,270.0,3.13,3.1971,1014.39,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,0.0,23.89,24,0,3.74,270.0,2.68,3.1971,1014.39,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,0.0,11.11,11,1,5.0,240.0,1.34,3.1971,1016.875,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,0.0,12.22,12,1,4.92,240.0,1.34,3.1971,1016.875,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,0.0,11.23,11,1,5.57,249.0,0.42,3.1971,1017.99,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0.0,18.89,19,0,3.88,260.0,3.13,3.1971,1017.635,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,0.0,21.11,21,0,3.77,290.0,2.68,3.1971,1017.635,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,0.0,23.63,24,0,6.26,281.0,0.8,3.1971,1017.28,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,0.0,23.89,24,0,4.77,300.0,3.58,3.1971,1015.86,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0.0,26.11,26,0,3.95,290.0,3.58,3.1971,1015.86,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0.0,27.21,27,0,4.08,295.0,0.69,3.1971,1014.44,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,0.0,26.11,26,0,3.95,270.0,1.34,3.1971,1014.33,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,0.0,25.0,25,0,4.15,260.0,2.68,3.1971,1014.33,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,0.0,12.78,13,1,4.97,188.7869291338583,2.638889665346689,3.1971,1018.61,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,0.0,12.78,13,1,4.97,188.7869291338583,2.638889665346689,3.1971,1018.61,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,0.0,11.36,11,1,6.1,253.0,0.21,3.1971,1019.14,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,0.0,20.0,20,0,4.86,260.0,2.24,3.1971,1018.925,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0.0,22.78,23,0,5.22,220.0,2.24,3.1971,1018.925,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,0.0,24.39,24,0,5.88,210.0,0.46,3.1971,1018.71,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,0.0,26.11,26,0,2.72,320.0,3.58,3.1971,1017.175,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,0.0,26.11,26,0,2.72,300.0,2.68,3.1971,1017.175,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,0.0,27.85,28,0,5.79,284.0,2.01,3.1971,1015.64,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,0.0,26.33,26,0,8.71,281.0,1.63,3.1971,1015.64,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,0.0,23.93,24,0,10.88,277.0,1.26,3.1971,1015.64,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,0.0,12.22,12,1,6.06,188.7869291338583,2.638889665346689,3.1971,1016.295,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,0.0,12.78,13,1,4.97,270.0,2.68,3.1971,1016.295,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,0.0,10.77,11,1,6.83,266.0,0.74,3.1971,1016.81,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,0.0,17.22,17,0,6.11,260.0,3.58,3.1971,1016.435,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,0.0,20.0,20,0,7.37,280.0,3.13,3.1971,1016.435,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,0.0,23.02,23,0,8.25,272.0,1.21,3.1971,1016.06,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,0.0,23.89,24,0,6.18,280.0,4.92,3.1971,1014.65,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,0.0,23.89,24,0,4.77,280.0,4.47,3.1971,1014.65,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,0.05,26.68,27,0,7.02,314.0,1.62,3.1971,1013.24,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,0.0,25.0,25,0,6.21,280.0,4.47,3.1971,1013.01,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,0.0,22.78,23,0,6.09,280.0,2.68,3.1971,1013.01,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,0.0,12.22,12,1,6.06,188.7869291338583,2.638889665346689,3.1971,1014.59,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,0.0,12.22,12,1,6.06,188.7869291338583,2.638889665346689,3.1971,1014.59,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,0.0,11.26,11,1,6.62,320.0,0.11,3.1971,1015.46,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,0.0,18.89,19,0,7.33,230.0,2.68,3.1971,1015.01,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,0.0,22.22,22,0,5.17,250.0,3.58,3.1971,1015.01,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,0.0,24.41,24,0,7.42,246.0,0.81,3.1971,1014.56,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,0.0,27.22,27,0,7.11,250.0,3.58,3.1971,1013.175,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,0.0,27.22,27,0,2.29,270.0,3.58,3.1971,1013.175,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,0.0,27.74,28,0,5.06,281.0,0.84,3.1971,1011.79,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,0.0,27.22,27,0,2.98,300.0,2.68,3.1971,1011.8,2.6041666666666665,274.45970738773497,0.0040555555555555544,0.01839980685659115,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,0.0,26.11,26,0,2.72,290.0,2.68,3.1971,1011.8,1.0069444444444444,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,0.0,12.78,13,1,4.97,188.7869291338583,2.638889665346689,3.1971,1016.225,0.1925754060324826,274.45970738773497,0.0040555555555555544,0.01839980685659115,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,0.0,13.89,14,1,6.01,188.7869291338583,2.638889665346689,3.1971,1016.225,1.0232018561484921,274.45970738773497,0.0040555555555555544,0.01839980685659115,2.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,0.0,11.74,12,1,7.73,196.0,0.11,3.1971,1017.04,2.7587006960556844,274.45970738773497,0.0040555555555555544,0.01839980685659115,6.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,0.0,23.89,24,0,6.18,188.7869291338583,2.638889665346689,3.1971,1017.04,4.7308584686774955,274.45970738773497,0.0040555555555555544,0.01839980685659115,10.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,0.0,27.22,27,0,2.98,170.0,2.24,3.1971,1017.04,6.529002320185615,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,0.0,24.95,25,0,9.87,119.0,0.33,3.1971,1017.04,7.535962877030162,274.45970738773497,0.0040555555555555544,0.01839980685659115,12.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,0.0,27.78,28,0,2.75,190.0,2.24,3.1971,1015.565,7.456018518518517,274.45970738773497,0.0040555555555555544,0.01839980685659115,13.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,0.0,27.78,28,0,2.75,100.0,2.68,3.1971,1015.565,6.377314814814816,274.45970738773497,0.0040555555555555544,0.01839980685659115,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,0.0,28.11,28,0,8.93,39.0,0.9,3.1971,1014.09,4.523148148148149,274.45970738773497,0.0040555555555555544,0.01839980685659115,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
